Borough,Days Needed to Resolve Complaint,Community Board,Descriptor,Action Taken,Open Data Channel Type
BROOKLYN,4,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,2,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,9,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,10,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,3,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,8,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,4,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,6,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,1,07 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,6,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,08 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BROOKLYN,5,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,7,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BROOKLYN,0,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
QUEENS,0,07 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,2,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,1,04 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,08 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,3,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,1,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,0,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,2,11 BRONX,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,02 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,2,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,ONLINE
QUEENS,0,07 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,07 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,07 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,08 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,09 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,1,13 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
QUEENS,0,13 QUEENS,15I Street Condition Ice-Non Storm,Action Taken,ONLINE
QUEENS,1,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,01 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,6,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,2,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,2,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
STATEN ISLAND,1,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,3,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,03 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,03 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,08 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,11 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,1,11 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,11 BRONX,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,ONLINE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,ONLINE
BRONX,0,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,02 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,09 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BRONX,0,12 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,07 BRONX,15I Street Condition Ice-Non Storm,Action Taken,PHONE
BROOKLYN,0,15 BROOKLYN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BROOKLYN,0,05 BROOKLYN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
BROOKLYN,2,08 BROOKLYN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
BROOKLYN,2,18 BROOKLYN,15I Street Condition Ice-Non Storm,Action Taken,PHONE
MANHATTAN,0,01 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
MANHATTAN,0,02 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
MANHATTAN,1,03 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
MANHATTAN,1,08 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
MANHATTAN,1,08 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
MANHATTAN,0,08 MANHATTAN,15I Street Condition Ice-Non Storm,No Action Taken,PHONE
MANHATTAN,1,08 MANHATTAN,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,01 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
QUEENS,0,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,0,11 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
QUEENS,0,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,2,14 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
QUEENS,1,05 QUEENS,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,02 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15I Street Condition Ice-Non Storm,Action Taken,PHONE
STATEN ISLAND,0,03 STATEN ISLAND,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,6,01 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,04 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,07 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,2,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,09 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,09 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,1,09 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,1,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,3,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,10 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,10 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,11 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,No Action Taken,PHONE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,2,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,0,12 BRONX,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,1,07 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BRONX,0,11 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,PHONE
BRONX,1,12 BRONX,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,01 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,02 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,1,03 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,3,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,04 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,04 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,2,05 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,06 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,07 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,08 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,09 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,5,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,10 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,11 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,1,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,12 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,13 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,3,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,14 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,3,14 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,5,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,5,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,5,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,4,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,4,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,4,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,3,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,3,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,5,15 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,1,16 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,2,16 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BROOKLYN,2,17 BROOKLYN,E9 Snow / Icy Sidewalk,No Action Taken,PHONE
BROOKLYN,4,18 BROOKLYN,E9 Snow / Icy Sidewalk,Action Taken,PHONE
BRONX,1,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,0,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,1,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
BRONX,0,01 BRONX,15S Re-Plow/Spread/Ice-Snow Cond.,Action Taken,ONLINE
